10	100	15.50485093
11	100	15.73690898
12	100	15.94901664
13	100	16.14873817
14	100	16.32940546
15	100	16.50114798
16	100	16.66451327
17	100	16.82211289
18	100	16.97267426
19	100	17.11721078
20	100	17.25523005
21	100	17.38772288
22	100	17.51569081
23	100	17.63842802
24	100	17.75786636
25	100	17.87479869
26	100	17.98808255
27	100	18.09892941
28	100	18.20722473
29	100	18.31302642
30	100	18.41637327
31	100	18.51632904
32	100	18.61332752
33	100	18.70853242
34	100	18.80056425
35	100	18.89110645
36	100	18.98073783
37	100	19.06901035
38	100	19.1561368
39	100	19.24157748
40	100	19.32460231
41	100	19.40741973
42	100	19.489679
43	100	19.57028768
44	100	19.64958097
45	100	19.72787568
46	100	19.80493678
47	100	19.88130184
48	100	19.95581126
49	100	20.02891882
50	100	20.10121172
51	100	20.17302185
52	100	20.24304695
53	100	20.31204879
54	100	20.3802728
55	100	20.44783673
56	100	20.51472658
57	100	20.58116447
58	100	20.64728561
59	100	20.71299252
60	100	20.77794156
61	100	20.84233276
62	100	20.90640428
63	100	20.96992442
64	100	21.03259009
65	100	21.09478981
66	100	21.15657061
67	100	21.21788327
68	100	21.27822563
69	100	21.33804394
70	100	21.39755509
71	100	21.4568494
72	100	21.51561502
73	100	21.57401014
74	100	21.63183313
75	100	21.68923043
76	100	21.74619586
77	100	21.80306352
78	100	21.85959119
79	100	21.91549967
80	100	21.97118221
81	100	22.02660773
82	100	22.08181052
83	100	22.13659207
84	100	22.19128905
85	100	22.2456377
86	100	22.29948656
87	100	22.35302728
88	100	22.40651511
89	100	22.45969062
90	100	22.51274557
91	100	22.56560786
92	100	22.61835754
93	100	22.67080837
94	100	22.72298387
95	100	22.77476954
96	100	22.82607976
97	100	22.87724192
98	100	22.92827243
99	100	22.97919738
100	100	23.02995255
101	100	23.08048847
102	100	23.13089665
103	100	23.18096103
104	100	23.23061839
105	100	23.27997139
106	100	23.32915379
107	100	23.37796454
108	100	23.42658695
109	100	23.47522087
110	100	23.52381212
111	100	23.572137
112	100	23.6201117
113	100	23.66785875
114	100	23.71517453
115	100	23.76243514
116	100	23.80951102
117	100	23.85636674
118	100	23.90319453
119	100	23.94979422
120	100	23.99619633
121	100	24.04242879
122	100	24.08853174
123	100	24.13438225
124	100	24.18015328
125	100	24.22580341
126	100	24.27129738
127	100	24.31642077
128	100	24.36130949
129	100	24.40602173
130	100	24.45068849
131	100	24.49528991
132	100	24.53975178
133	100	24.58420526
134	100	24.62854082
135	100	24.67260933
136	100	24.71655255
137	100	24.76038417
138	100	24.80403017
139	100	24.84750708
140	100	24.89095043
141	100	24.93439217
142	100	24.97759991
143	100	25.02055093
144	100	25.06345942
145	100	25.10628387
146	100	25.14882868
147	100	25.19117556
148	100	25.2335121
149	100	25.27565419
150	100	25.3175529
151	100	25.3594337
152	100	25.40129727
153	100	25.44304031
154	100	25.48477514
155	100	25.52645049
156	100	25.56811167
157	100	25.60956987
158	100	25.65093636
159	100	25.69225451
160	100	25.7335164
161	100	25.77469447
162	100	25.81585134
163	100	25.85696333
164	100	25.89796173
165	100	25.9388434
166	100	25.97959231
167	100	26.02022438
168	100	26.06062503
169	100	26.10102309
170	100	26.14138967
171	100	26.18172041
172	100	26.22203562
173	100	26.26220556
174	100	26.30230725
175	100	26.34223272
176	100	26.38206439
177	100	26.42180713
178	100	26.46150806
179	100	26.50114348
180	100	26.54071848
181	100	26.58026686
182	100	26.61968909
183	100	26.65896779
184	100	26.69814213
185	100	26.73718554
186	100	26.77613109
187	99.99997082	26.81517945
