100111011002	AAA	0.105	1
100111011003	AAA	0.105	1
100111011702	AAA	0.105	1
100111011712	AAA	0.105	1
100111011713	AAA	0.105	1
100111011714	AAA	0.105	1
100711011002	AAA	0.082	1
100711011003	AAA	0.082	1
100711011702	AAA	0.082	1
100711011712	AAA	0.082	1
100711011713	AAA	0.082	1
100711011714	AAA	0.082	1
101111011002	AAA	0.091	1
101111011003	AAA	0.091	1
101111011702	AAA	0.091	1
101111011712	AAA	0.091	1
101111011713	AAA	0.091	1
101111011714	AAA	0.091	1
101911011002	AAA	0.073	1
101911011003	AAA	0.073	1
101911011702	AAA	0.073	1
101911011712	AAA	0.073	1
101911011713	AAA	0.073	1
101911011714	AAA	0.073	1
102511011002	AAA	0.063	1
102511011003	AAA	0.063	1
102511011702	AAA	0.063	1
102511011712	AAA	0.063	1
102511011713	AAA	0.063	1
102511011714	AAA	0.063	1
104711011002	AAA	0.099	1
104711011003	AAA	0.099	1
104711011702	AAA	0.099	1
104711011712	AAA	0.099	1
104711011713	AAA	0.099	1
104711011714	AAA	0.099	1
105111011002	AAA	0.089	1
105111011003	AAA	0.089	1
105111011702	AAA	0.089	1
105111011712	AAA	0.089	1
105111011713	AAA	0.089	1
105111011714	AAA	0.089	1
106311011002	AAA	0.096	1
106311011003	AAA	0.096	1
106311011702	AAA	0.096	1
106311011712	AAA	0.096	1
106311011713	AAA	0.096	1
106311011714	AAA	0.096	1
106511011002	AAA	0.09	1
106511011003	AAA	0.09	1
106511011702	AAA	0.09	1
106511011712	AAA	0.09	1
106511011713	AAA	0.09	1
106511011714	AAA	0.09	1
107111011002	AAA	0.076	1
107111011003	AAA	0.076	1
107111011702	AAA	0.076	1
107111011712	AAA	0.076	1
107111011713	AAA	0.076	1
107111011714	AAA	0.076	1
107121997002	AAA	0.084	1
107121997003	AAA	0.072	1
107121997063	AAA	0.072	1
107121997702	AAA	0.084	1
107121997712	AAA	0.084	1
107121997713	AAA	0.072	1
107121997714	AAA	0.072	1
107121997729	AAA	0.072	1
107121997730	AAA	0.072	1
107141016002	AAA	0.072	1
107141016003	AAA	0.072	1
107141016702	AAA	0.072	1
107141016712	AAA	0.072	1
107141016713	AAA	0.072	1
107141016714	AAA	0.072	1
107141026002	AAA	0.072	1
107141026003	AAA	0.072	1
107141026702	AAA	0.072	1
107141026712	AAA	0.072	1
107141026713	AAA	0.072	1
107141026714	AAA	0.072	1
107181997002	AAA	0.072	1
107181997003	AAA	0.083	1
107181997702	AAA	0.072	1
107181997712	AAA	0.072	1
107181997713	AAA	0.083	1
107181997714	AAA	0.083	1
107511011002	AAA	0.07	1
107511011003	AAA	0.07	1
107511011702	AAA	0.07	1
107511011712	AAA	0.07	1
107511011713	AAA	0.07	1
107511011714	AAA	0.07	1
107911011002	AAA	0.065	1
107911011003	AAA	0.065	1
107911011702	AAA	0.065	1
107911011712	AAA	0.065	1
107911011713	AAA	0.065	1
107911011714	AAA	0.065	1
108311011002	AAA	0.056	1
108311011003	AAA	0.056	1
108311011702	AAA	0.056	1
108311011712	AAA	0.056	1
108311011713	AAA	0.056	1
108311011714	AAA	0.056	1
108511011002	AAA	0.105	1
108511011003	AAA	0.105	1
108511011702	AAA	0.105	1
108511011712	AAA	0.105	1
108511011713	AAA	0.105	1
108511011714	AAA	0.105	1
108711011002	AAA	0.102	1
108711011003	AAA	0.102	1
108711011702	AAA	0.102	1
108711011712	AAA	0.102	1
108711011713	AAA	0.102	1
108711011714	AAA	0.102	1
108911011002	AAA	0.064	1
108911011003	AAA	0.064	1
108911011702	AAA	0.064	1
108911011712	AAA	0.064	1
108911011713	AAA	0.064	1
108911011714	AAA	0.064	1
108941016002	AAA	0.072	1
108941016003	AAA	0.072	1
108941016702	AAA	0.072	1
108941016712	AAA	0.072	1
108941016713	AAA	0.072	1
108941016714	AAA	0.072	1
108941026002	AAA	0.072	1
108941026003	AAA	0.072	1
108941026702	AAA	0.072	1
108941026712	AAA	0.072	1
108941026713	AAA	0.072	1
108941026714	AAA	0.072	1
108943997002	AAA	0.125	1
108943997003	AAA	0.125	1
108943997702	AAA	0.125	1
108943997712	AAA	0.125	1
108943997713	AAA	0.125	1
108943997714	AAA	0.125	1
108951997002	AAA	0.205	1
108951997003	AAA	0.205	1
108951997702	AAA	0.205	1
108951997712	AAA	0.205	1
108951997713	AAA	0.205	1
108951997714	AAA	0.205	1
108981997002	AAA	0.072	1
108981997003	AAA	0.083	1
108981997702	AAA	0.072	1
108981997712	AAA	0.072	1
108981997713	AAA	0.083	1
108981997714	AAA	0.083	1
109111011002	AAA	0.102	1
109111011003	AAA	0.102	1
109111011702	AAA	0.102	1
109111011712	AAA	0.102	1
109111011713	AAA	0.102	1
109111011714	AAA	0.102	1
109511011002	AAA	0.1	1
109511011003	AAA	0.1	1
109511011702	AAA	0.1	1
109511011712	AAA	0.1	1
109511011713	AAA	0.1	1
109511011714	AAA	0.1	1
109911011002	AAA	0.053	1
109911011003	AAA	0.053	1
109911011702	AAA	0.053	1
109911011712	AAA	0.053	1
109911011713	AAA	0.053	1
109911011714	AAA	0.053	1
110111011002	AAA	0.096	1
110111011003	AAA	0.096	1
110111011702	AAA	0.096	1
110111011712	AAA	0.096	1
110111011713	AAA	0.096	1
110111011714	AAA	0.096	1
110311011002	AAA	0.068	1
110311011003	AAA	0.068	1
110311011702	AAA	0.068	1
110311011712	AAA	0.068	1
110311011713	AAA	0.068	1
110311011714	AAA	0.068	1
110511011002	AAA	0.115	1
110511011003	AAA	0.115	1
110511011702	AAA	0.115	1
110511011712	AAA	0.115	1
110511011713	AAA	0.115	1
110511011714	AAA	0.115	1
110711011002	AAA	0.1	1
110711011003	AAA	0.1	1
110711011702	AAA	0.1	1
110711011712	AAA	0.1	1
110711011713	AAA	0.1	1
110711011714	AAA	0.1	1
110741016002	AAA	0.565	1
110741016003	AAA	0.647	1
110741016702	AAA	0.565	1
110741016712	AAA	0.565	1
110741016713	AAA	0.647	1
110741016714	AAA	0.647	1
110741026002	AAA	0.565	1
110741026003	AAA	0.647	1
110741026702	AAA	0.565	1
110741026712	AAA	0.565	1
110741026713	AAA	0.647	1
110741026714	AAA	0.647	1
110751997002	AAA	0.474	1
110751997003	AAA	0.474	1
110751997702	AAA	0.474	1
110751997712	AAA	0.474	1
110751997713	AAA	0.474	1
110751997714	AAA	0.474	1
110781997002	AAA	0.38	1
110781997003	AAA	0.38	1
110781997702	AAA	0.38	1
110781997712	AAA	0.38	1
110781997713	AAA	0.38	1
110781997714	AAA	0.38	1
111311011002	AAA	0.077	1
111311011003	AAA	0.077	1
111311011702	AAA	0.077	1
111311011712	AAA	0.077	1
111311011713	AAA	0.077	1
111311011714	AAA	0.077	1
111911011002	AAA	0.104	1
